Entity,Code,Year,Pigs,Cattle,Sheep,Turkeys,Chickens,Goat
Mongolia,MNG,1991,84400,684600,6174600,,203000,1703900
Mongolia,MNG,1992,54900,609900,5258600,,80000,1437500
Mongolia,MNG,1993,23000,479100,4845200,,87000,1074800
Mongolia,MNG,1994,23000,459900,4645000,,28000,1036600
Mongolia,MNG,1995,20000,523900,4627100,,27000,1221200
Mongolia,MNG,1996,10000,679000,4736000,,14000,1981100
Mongolia,MNG,1997,8000,697400,4055100,,14000,1827600
Mongolia,MNG,1998,6500,755600,4216700,,15000,2208300
Mongolia,MNG,1999,10000,809400,4397800,,25000,3154000
Mongolia,MNG,2000,20000,886600,4306200,,35000,2401500
Mongolia,MNG,2001,11000,549600,3916500,,25000,1924000
Mongolia,MNG,2002,10000,502500,3739600,,30000,1488000
Mongolia,MNG,2003,6000,388700,3104400,,50000,1327100
Mongolia,MNG,2004,6000,454200,3204300,,135000,2395500
Mongolia,MNG,2005,10000,389200,2918200,,140000,2618800
Mongolia,MNG,2006,6667,367600,2896000,,160000,2326900
Mongolia,MNG,2007,10000,402300,3562200,,180000,2740700
Mongolia,MNG,2008,12500,459500,4076700,,200000,3404449
Mongolia,MNG,2009,15900,516016,4954517,,220000,5475338
Mongolia,MNG,2010,12500,383275,4326308,,240000,3431941
Mongolia,MNG,2011,7200,446272,4415781,,260000,3182774
Mongolia,MNG,2012,13400,449304,3606062,,270000,3905649
Mongolia,MNG,2013,17000,450000,4864000,,280000,4423000
Mongolia,MNG,2014,19233,449869,4657020,,284000,4462707
Montenegro,MNE,2006,25081,30915,40667,,1700000,
Montenegro,MNE,2007,22452,28706,40818,,2000000,
Montenegro,MNE,2008,16844,27991,33364,,2400000,
Montenegro,MNE,2009,18254,26285,30788,,2400000,
Montenegro,MNE,2010,18953,27147,28939,,2400000,
Montenegro,MNE,2011,41586,21993,31606,,2400000,
Montenegro,MNE,2012,39470,26649,32424,,2400000,
Montenegro,MNE,2013,14047,25898,51758,,2300000,
Montenegro,MNE,2014,43690,21301,24939,,2338000,
Montserrat,MSR,1961,1080,1200,630,,40000,1400
Montserrat,MSR,1962,1060,1250,670,,40000,1500
Montserrat,MSR,1963,1040,1300,730,,40000,1580
Montserrat,MSR,1964,1000,1400,780,,40000,1650
Montserrat,MSR,1965,980,1450,820,,42000,1680
Montserrat,MSR,1966,960,1500,900,,39000,1750
Montserrat,MSR,1967,1080,1600,1200,,41000,1400
Montserrat,MSR,1968,1280,1750,1500,,39000,1050
Montserrat,MSR,1969,800,1600,1400,,41000,900
Montserrat,MSR,1970,920,1700,1200,,42000,800
Montserrat,MSR,1971,1000,1800,1100,,42000,900
Montserrat,MSR,1972,900,1850,920,,43000,980
Montserrat,MSR,1973,800,1900,900,,44000,1100
Montserrat,MSR,1974,750,1950,900,,44000,1100
Montserrat,MSR,1975,700,2000,900,,44000,1100
Montserrat,MSR,1976,650,2100,900,,45000,1100
Montserrat,MSR,1977,600,2100,900,,46000,1100
Montserrat,MSR,1978,550,2200,950,,46000,1150
Montserrat,MSR,1979,500,2400,950,,46000,1300
Montserrat,MSR,1980,400,2600,900,,46000,1250
Montserrat,MSR,1981,600,2800,1000,,47000,1200
Montserrat,MSR,1982,800,3200,1000,,48000,1000
Montserrat,MSR,1983,800,3100,1000,,49000,1200
Montserrat,MSR,1984,800,3100,1000,,50000,1300
Montserrat,MSR,1985,800,3100,1100,,50000,1300
Montserrat,MSR,1986,850,3200,1200,,51000,1400
Montserrat,MSR,1987,900,3300,1300,,52000,1500
Montserrat,MSR,1988,950,3400,1300,,53000,1500
Montserrat,MSR,1989,950,3500,1300,,50000,1600
Montserrat,MSR,1990,1000,3600,1400,,50000,1700
Montserrat,MSR,1991,1000,3700,1400,,55000,1800
Montserrat,MSR,1992,1100,3800,1500,,55000,1900
Montserrat,MSR,1993,1100,3900,1500,,60000,2000
Montserrat,MSR,1994,1200,4000,1600,,60000,2000
Montserrat,MSR,1995,1200,4000,1600,,60000,2100
Montserrat,MSR,1996,1200,4000,1600,,60000,2100
Montserrat,MSR,1997,1200,4000,1600,,60000,2100
Montserrat,MSR,1998,1200,4000,1600,,60000,2100
Montserrat,MSR,1999,1200,4000,1600,,60000,2100
Montserrat,MSR,2000,1200,4000,1600,,60000,2100
Montserrat,MSR,2001,1200,4000,1600,,60000,2100
Montserrat,MSR,2002,1200,4000,1600,,60000,2100
Montserrat,MSR,2003,1200,4000,1600,,60000,2100
Montserrat,MSR,2004,1200,4000,1562,,62000,2098
Montserrat,MSR,2005,1233,4000,1548,,76000,2099
Montserrat,MSR,2006,1259,4054,1600,,60000,2100
Montserrat,MSR,2007,1300,4100,1700,,70000,2150
Montserrat,MSR,2008,1291,4000,1700,,70000,2150
Montserrat,MSR,2009,1294,4000,1700,,70000,2150
Montserrat,MSR,2010,1300,4000,1700,,70000,2150
Montserrat,MSR,2011,1296,4001,1680,,69000,2150
Montserrat,MSR,2012,1302,4050,1664,,70000,2181
Montserrat,MSR,2013,1298,4045,1687,,70000,2175
Montserrat,MSR,2014,1301,4049,1690,,71000,2181
Morocco,MAR,1961,44800,588400,3830310,,32180000,2030000
Morocco,MAR,1962,36900,615800,3024530,,31600000,1800000
Morocco,MAR,1963,20700,564900,2369710,,31870000,1885000
Morocco,MAR,1964,21500,517580,2695940,,34200000,1856000
Morocco,MAR,1965,19100,578490,3117478,,33325000,1962000
Morocco,MAR,1966,12000,623000,3280000,,34375000,2024200
Morocco,MAR,1967,14000,676000,3500000,,35000000,2212700
Morocco,MAR,1968,22000,729000,3835000,,36100000,2371040
Morocco,MAR,1969,30000,780000,3950000,,36700000,2500000
Morocco,MAR,1970,28000,790000,4100000,,39000000,2500000
Morocco,MAR,1971,37000,801000,4524760,,39000000,2500000
Morocco,MAR,1972,40000,837827,4310344,,47000000,2363636
Morocco,MAR,1973,31000,876190,4807692,,43750000,2600000
Morocco,MAR,1974,18000,818181,4807692,,45000000,2380952
Morocco,MAR,1975,10000,775000,4160000,,54000000,2210000
Morocco,MAR,1976,9000,683000,3590000,,58000000,1130000
Morocco,MAR,1977,12500,660000,3653000,,68000000,1387000
Morocco,MAR,1978,10500,650000,3870000,,72400000,1600000
Morocco,MAR,1979,9600,670000,3650000,,72600000,1900000
Morocco,MAR,1980,9940,784100,4365000,,67500000,1850000
Morocco,MAR,1981,7073,890800,4900000,,65000000,1575400
Morocco,MAR,1982,9500,950665,3784750,,68000000,1504900
Morocco,MAR,1983,8900,700400,4080428,,74000000,1298500
Morocco,MAR,1984,10900,675000,3930500,,80000000,1123640
Morocco,MAR,1985,11000,500000,4000000,,100000000,1200000
Morocco,MAR,1986,11600,615000,4300000,,125000000,1200000
Morocco,MAR,1987,12000,705000,4450000,,161250000,1500000
Morocco,MAR,1988,12300,726845,5000000,,156250000,1430000
Morocco,MAR,1989,12400,804195,5800000,,172500000,1650000
Morocco,MAR,1990,12700,891851,5600000,3400000,184000000,1550000
Morocco,MAR,1991,13700,909688,5300000,3400000,179300000,1450000
Morocco,MAR,1992,14100,1080000,6020000,3400000,190576000,1400000
Morocco,MAR,1993,14500,1141000,5077000,3400000,176692000,1406000
Morocco,MAR,1994,14500,820000,5800000,3400000,200000000,1420000
Morocco,MAR,1995,14500,790000,6100000,3400000,225000000,1430000
Morocco,MAR,1996,14500,643000,6000000,3400000,240000000,1430000
Morocco,MAR,1997,14500,710000,6500000,3400000,240000000,1480000
Morocco,MAR,1998,12000,671000,6200000,3400000,237000000,1500000
Morocco,MAR,1999,12000,700000,6800000,3400000,316000000,1450000
Morocco,MAR,2000,12000,800000,7200000,3400000,310000000,1550000
Morocco,MAR,2001,12000,805000,7200000,3400000,315000000,1600000
Morocco,MAR,2002,12000,850000,6900000,3400000,315000000,1550000
Morocco,MAR,2003,12000,830000,7000000,3400000,315000000,1600000
Morocco,MAR,2004,12000,810000,7200000,3500000,320000000,1982768
Morocco,MAR,2005,12000,840000,7100000,3600000,320000000,1962740
Morocco,MAR,2006,12000,770000,8480000,6000000,352000000,1980000
Morocco,MAR,2007,12000,845000,8420000,8000000,352000000,1970000
Morocco,MAR,2008,12000,955000,8520000,10000000,370000000,1980000
Morocco,MAR,2009,12000,981000,9370000,11000000,415000000,1952000
Morocco,MAR,2010,13000,950000,9720000,10500000,474000000,2050000
Morocco,MAR,2011,12500,1025000,10050000,11000000,500000000,2150000
Morocco,MAR,2012,13000,1048000,10350000,11000000,500000000,2200000
Morocco,MAR,2013,13000,1296000,10500000,11000000,510000000,2363000
Morocco,MAR,2014,12727,1311798,9905215,11039000,520600000,2455309
Mozambique,MOZ,1961,98000,165000,31000,,4100000,194000
Mozambique,MOZ,1962,105000,170000,34000,,4300000,196000
Mozambique,MOZ,1963,112000,175000,36000,,4500000,198000
Mozambique,MOZ,1964,119000,180000,39000,,4750000,200000
Mozambique,MOZ,1965,178000,185000,42000,,5000000,210000
Mozambique,MOZ,1966,133000,187000,42400,,8300000,198000
Mozambique,MOZ,1967,140000,192000,41000,,10600000,203000
Mozambique,MOZ,1968,169000,195000,48000,,11800000,208000
Mozambique,MOZ,1969,143000,201000,42000,,13200000,213000
Mozambique,MOZ,1970,148000,205000,45000,,15800000,220000
Mozambique,MOZ,1971,175000,210000,55000,,16600000,220000
Mozambique,MOZ,1972,192000,215000,65600,,16800000,232000
Mozambique,MOZ,1973,209000,220000,54400,,17600000,216000
Mozambique,MOZ,1974,229000,225000,62500,,16100000,257000
Mozambique,MOZ,1975,182000,240000,80000,,16100000,195000
Mozambique,MOZ,1976,115000,210000,45000,,16200000,117000
Mozambique,MOZ,1977,125000,225000,48000,,17400000,122000
Mozambique,MOZ,1978,132000,230000,50000,,18000000,130000
Mozambique,MOZ,1979,138000,235000,52000,,20000000,132000
Mozambique,MOZ,1980,144000,240000,52000,,21200000,134000
Mozambique,MOZ,1981,150000,245000,54000,,21900000,136000
Mozambique,MOZ,1982,156000,240000,55000,,23000000,138000
Mozambique,MOZ,1983,162000,235000,56000,,23700000,140000
Mozambique,MOZ,1984,168000,240000,57000,,24700000,142000
Mozambique,MOZ,1985,174000,245000,58000,,25300000,220000
Mozambique,MOZ,1986,180000,210000,59000,,26100000,340000
Mozambique,MOZ,1987,186000,190000,60000,,26700000,440000
Mozambique,MOZ,1988,192000,190000,61000,,27800000,560000
Mozambique,MOZ,1989,198000,181000,62000,,28000000,680000
Mozambique,MOZ,1990,974400,95000,63000,,29400000,800000
Mozambique,MOZ,1991,1120000,95000,60000,,30000000,1020000
Mozambique,MOZ,1992,1288000,95000,62000,,30000000,1150000
Mozambique,MOZ,1993,1456000,100000,63000,,30000000,1230000
Mozambique,MOZ,1994,1624000,95000,61000,,33400000,1350000
Mozambique,MOZ,1995,1920000,90000,62000,,33000000,1450000
Mozambique,MOZ,1996,1944000,95000,62500,,33900000,1600000
Mozambique,MOZ,1997,1968000,90000,63000,,35500000,1700000
Mozambique,MOZ,1998,1980000,90000,64000,,37400000,1900000
Mozambique,MOZ,1999,2016000,85000,64000,,35000000,1970000
Mozambique,MOZ,2000,2040000,80000,65000,,34500000,2050000
Mozambique,MOZ,2001,1980000,75000,69500,,34000000,2100000
Mozambique,MOZ,2002,1922000,80000,73500,,36500000,2050000
Mozambique,MOZ,2003,1626000,100000,54500,,25500000,1980000
Mozambique,MOZ,2004,1791500,112000,67000,,22150000,1985000
Mozambique,MOZ,2005,1957500,125000,79000,,21050000,2020000
Mozambique,MOZ,2006,1420000,107000,58000,,26000000,1750000
Mozambique,MOZ,2007,1620000,148500,88000,,26000000,1800000
Mozambique,MOZ,2008,1850000,125500,73000,,27000000,2000000
Mozambique,MOZ,2009,1560000,124800,76000,,33000000,1600000
Mozambique,MOZ,2010,1620000,126000,80000,,33000000,1600000
Mozambique,MOZ,2011,1800000,128000,82000,,30800000,1640000
Mozambique,MOZ,2012,2030000,170000,83000,,26000000,1800000
Mozambique,MOZ,2013,2160000,170000,84000,,27000000,1850000
Mozambique,MOZ,2014,2210750,166797,82947,,27598000,1840747
Myanmar,MMR,1961,456000,420000,22200,2000,13321000,133200
Myanmar,MMR,1962,450000,425000,23400,2000,14500000,130700
Myanmar,MMR,1963,522000,456000,33200,2000,16500000,134400
Myanmar,MMR,1964,570000,486000,40400,2000,17524000,153900
Myanmar,MMR,1965,596000,512000,51200,4000,18483000,183000
Myanmar,MMR,1966,723000,488000,54400,3000,22488000,182200
Myanmar,MMR,1967,897000,504000,60400,3000,33207000,204500
Myanmar,MMR,1968,823000,525000,67200,3000,33015000,208600
Myanmar,MMR,1969,1035000,536000,54900,3000,34210000,185600
Myanmar,MMR,1970,1124000,547000,66700,3000,39145000,159600
Myanmar,MMR,1971,1122000,560000,66700,3000,40067000,170800
Myanmar,MMR,1972,1040000,573000,66700,3000,40131000,165900
Myanmar,MMR,1973,1050000,585000,66900,4000,39499000,188300
Myanmar,MMR,1974,1002500,584000,62100,3000,38355000,170700
Myanmar,MMR,1975,1102500,593000,60700,3000,41207000,180800
Myanmar,MMR,1976,1245000,602000,63500,3000,43442000,186300
Myanmar,MMR,1977,1260000,616000,64000,3000,42380000,194000
Myanmar,MMR,1978,1340000,635000,65300,3000,44434000,201200
Myanmar,MMR,1979,1420000,665000,66700,3000,50543000,205300
Myanmar,MMR,1980,1440000,683000,70000,3000,55905000,215500
Myanmar,MMR,1981,1460000,709000,73300,4000,67899000,266100
Myanmar,MMR,1982,1480000,732000,80000,4000,75345000,311500
Myanmar,MMR,1983,1490000,747000,90000,4000,80007000,350600
Myanmar,MMR,1984,1500000,761000,100000,4000,85530000,376400
Myanmar,MMR,1985,1510000,778000,110000,5000,86102000,400000
Myanmar,MMR,1986,1540000,781000,110000,5000,89510000,388600
Myanmar,MMR,1987,1565000,794000,110000,5000,97350000,378100
Myanmar,MMR,1988,1580000,808000,110000,5000,104740000,389100
Myanmar,MMR,1989,1400000,732000,87530,4000,70245000,350200
Myanmar,MMR,1990,1000000,365000,130180,4000,67550000,527100
Myanmar,MMR,1991,1050000,375000,130200,3000,69735000,520700
Myanmar,MMR,1992,1150000,370000,143400,4000,74420000,542800
Myanmar,MMR,1993,1250000,355000,154100,2000,79910000,550900
Myanmar,MMR,1994,1381950,335000,153200,2000,83930000,561600
Myanmar,MMR,1995,1500000,320000,165000,2000,98960000,587900
Myanmar,MMR,1996,1606890,355000,171900,2000,113306000,614300
Myanmar,MMR,1997,1599330,400000,180000,2000,123725000,643300
Myanmar,MMR,1998,1510880,450000,192000,2000,125226000,684000
Myanmar,MMR,1999,1633280,395000,224000,2000,140892000,795000
Myanmar,MMR,2000,1530430,455000,255500,2000,181000000,907000
Myanmar,MMR,2001,1622020,480000,270000,2000,215000000,950000
Myanmar,MMR,2002,2364240,510000,290000,2000,250500000,1015000
Myanmar,MMR,2003,3692261,609842,319156,2000,310547000,1140179
Myanmar,MMR,2004,3972796,619361,336622,2000,351408000,1202574
Myanmar,MMR,2005,4331195,630399,363333,2000,401914000,1297997
Myanmar,MMR,2006,4801028,642944,398293,2000,462159000,1422892
Myanmar,MMR,2007,6283721,884374,460800,2000,642315000,2266978
Myanmar,MMR,2008,6884475,950299,473800,2000,727347000,2503735
Myanmar,MMR,2009,6945000,966660,514100,2000,725300000,2660000
Myanmar,MMR,2010,7600000,1333300,594100,3000,839200000,3000000
Myanmar,MMR,2011,8040000,1400000,751500,3000,923500000,3330000
Myanmar,MMR,2012,8050000,1433000,763828,3000,923500000,3330000
Myanmar,MMR,2013,8060000,1440000,781000,3000,925000000,3340000
Myanmar,MMR,2014,8977883,1547976,822905,3000,1004861000,4122503
Namibia,NAM,1961,14802,67398,600000,,220000,290000
Namibia,NAM,1962,16270,75000,640000,,350000,300000
Namibia,NAM,1963,16000,77000,700000,,430000,300000
Namibia,NAM,1964,17000,85000,720000,,520000,300000
Namibia,NAM,1965,17000,90000,730000,,670000,300000
Namibia,NAM,1966,18000,120000,740000,,750000,290000
Namibia,NAM,1967,19000,130000,720000,,820000,290000
Namibia,NAM,1968,20000,140000,730000,,900000,280000
Namibia,NAM,1969,21000,147000,740000,,980000,280000
Namibia,NAM,1970,22000,150000,750000,,1050000,280000
Namibia,NAM,1971,23000,153000,760000,,1130000,280000
Namibia,NAM,1972,24000,156000,780000,,1200000,280000
Namibia,NAM,1973,25000,159000,800000,,1280000,280000
Namibia,NAM,1974,28000,162000,850000,,1350000,260000
Namibia,NAM,1975,30995,78266,900000,,1420000,280000
Namibia,NAM,1976,32890,130758,800000,,1500000,280000
Namibia,NAM,1977,35075,150523,900000,,1580000,290000
Namibia,NAM,1978,35810,158883,950000,,1650000,310000
Namibia,NAM,1979,31864,194323,1000000,,1730000,280000
Namibia,NAM,1980,31669,226735,980000,,1800000,380000
Namibia,NAM,1981,33140,142733,700000,,1880000,280000
Namibia,NAM,1982,33814,138363,600000,,1950000,260000
Namibia,NAM,1983,37684,154388,500000,,2030000,240000
Namibia,NAM,1984,35343,156389,550000,,2100000,280000
Namibia,NAM,1985,37226,163661,550000,,2180000,280000
Namibia,NAM,1986,41511,161906,600000,,2250000,320000
Namibia,NAM,1987,45559,164047,500000,,2330000,290000
Namibia,NAM,1988,51801,166925,570000,,2400000,330000
Namibia,NAM,1989,53899,183311,600000,,2480000,360000
Namibia,NAM,1990,46000,178878,600000,,2550000,370000
Namibia,NAM,1991,44498,198478,650000,,2700000,400000
Namibia,NAM,1992,33372,208563,370000,,2850000,340000
Namibia,NAM,1993,30212,221052,370000,,3000000,350000
Namibia,NAM,1994,34577,215384,350000,,3150000,350000
Namibia,NAM,1995,33111,215716,200000,,4000000,350000
Namibia,NAM,1996,30267,218836,250000,,3450000,380000
Namibia,NAM,1997,26534,134114,330000,,5100000,350000
Namibia,NAM,1998,18000,169588,210000,,10000000,280000
Namibia,NAM,1999,24000,200000,750000,,9000000,380000
Namibia,NAM,2000,32000,272612,720000,,10700000,400000
Namibia,NAM,2001,30000,246957,280000,,10400000,270000
Namibia,NAM,2002,32000,210000,420000,,10350000,430000
Namibia,NAM,2003,35000,215000,450000,,10200000,420000
Namibia,NAM,2004,45000,183300,368000,,11850000,410000
Namibia,NAM,2005,50000,167464,530000,,11900000,280000
Namibia,NAM,2006,57000,145007,590000,,12100000,300000
Namibia,NAM,2007,65000,140115,640000,,16000000,290000
Namibia,NAM,2008,69000,150303,670000,,13800000,300000
Namibia,NAM,2009,75000,145790,670000,,14000000,300000
Namibia,NAM,2010,80000,145888,827082,,14500000,310000
Namibia,NAM,2011,86000,136856,748416,,15000000,315000
Namibia,NAM,2012,84500,124074,768966,,15500000,316000
Namibia,NAM,2013,85000,141623,831219,,15600000,320000
Namibia,NAM,2014,87106,163402,819725,,16118000,310984
Nauru,NRU,1961,718,,,,2000,
Nauru,NRU,1962,735,,,,2000,
Nauru,NRU,1963,753,,,,2000,
Nauru,NRU,1964,770,,,,2000,
Nauru,NRU,1965,805,,,,2000,
Nauru,NRU,1966,823,,,,2000,
Nauru,NRU,1967,840,,,,3000,
Nauru,NRU,1968,875,,,,3000,
Nauru,NRU,1969,910,,,,3000,
Nauru,NRU,1970,945,,,,3000,
Nauru,NRU,1971,980,,,,3000,
Nauru,NRU,1972,1050,,,,3000,
Nauru,NRU,1973,1120,,,,3000,
Nauru,NRU,1974,1200,,,,3000,
Nauru,NRU,1975,1200,,,,4000,
Nauru,NRU,1976,1000,,,,3000,
Nauru,NRU,1977,1000,,,,3000,
Nauru,NRU,1978,1200,,,,3000,
Nauru,NRU,1979,1250,,,,3000,
Nauru,NRU,1980,1300,,,,4000,
Nauru,NRU,1981,1500,,,,4000,
Nauru,NRU,1982,1600,,,,4000,
Nauru,NRU,1983,1700,,,,4000,
Nauru,NRU,1984,1500,,,,4000,
Nauru,NRU,1985,1600,,,,4000,
Nauru,NRU,1986,1700,,,,5000,
Nauru,NRU,1987,1800,,,,5000,
Nauru,NRU,1988,1900,,,,5000,
Nauru,NRU,1989,1900,,,,5000,
Nauru,NRU,1990,2000,,,,5000,
Nauru,NRU,1991,2100,,,,5000,
Nauru,NRU,1992,2200,,,,5000,
Nauru,NRU,1993,2300,,,,5000,
Nauru,NRU,1994,2300,,,,5000,
Nauru,NRU,1995,2300,,,,5000,
Nauru,NRU,1996,2300,,,,5000,
Nauru,NRU,1997,2300,,,,5000,
Nauru,NRU,1998,2300,,,,5000,
Nauru,NRU,1999,2300,,,,5000,
Nauru,NRU,2000,2300,,,,5000,
Nauru,NRU,2001,2300,,,,5000,
Nauru,NRU,2002,2300,,,,5000,
Nauru,NRU,2003,2300,,,,5000,
Nauru,NRU,2004,2295,,,,5000,
Nauru,NRU,2005,2295,,,,5000,
Nauru,NRU,2006,2300,,,,5000,
Nauru,NRU,2007,2400,,,,5000,
Nauru,NRU,2008,2459,,,,5000,
Nauru,NRU,2009,2370,,,,5000,
Nauru,NRU,2010,2366,,,,5000,
Nauru,NRU,2011,2372,,,,5000,
Nauru,NRU,2012,2377,,,,5000,
Nauru,NRU,2013,2382,,,,5000,
Nauru,NRU,2014,2388,,,,5000,
Nepal,NPL,1961,136000,290000,180000,,4400000,1500000
Nepal,NPL,1962,137000,298000,183000,,4500000,1611000
Nepal,NPL,1963,127500,303000,187000,,4600000,1667000
Nepal,NPL,1964,117000,310000,190000,,4700000,1722000
Nepal,NPL,1965,144000,316000,193000,,4800000,1778000
Nepal,NPL,1966,142000,322000,197000,,4800000,1833000
Nepal,NPL,1967,153000,335000,200000,,5000000,1889000
Nepal,NPL,1968,155000,348000,203000,,5000000,1944000
Nepal,NPL,1969,161000,361000,207000,,5100000,2000000
Nepal,NPL,1970,163000,372000,210000,,5200000,2056000
Nepal,NPL,1971,166000,381000,213000,,5400000,2111000
Nepal,NPL,1972,168000,390000,217000,,5500000,2167000
Nepal,NPL,1973,170000,400000,220000,,5600000,2220000
Nepal,NPL,1974,173000,410000,223000,,5700000,2278000
Nepal,NPL,1975,181000,419000,227000,,5800000,2333000
Nepal,NPL,1976,180000,432000,230000,,5900000,2389000
Nepal,NPL,1977,179000,442000,233000,,6000000,2444000
Nepal,NPL,1978,175000,454000,237000,,6100000,2500000
Nepal,NPL,1979,190000,466000,240000,,6300000,2556000
Nepal,NPL,1980,199000,476000,243000,,6400000,2611000
Nepal,NPL,1981,203000,485000,247000,,6450000,2667000
Nepal,NPL,1982,240000,493000,237000,,6500000,2700000
Nepal,NPL,1983,217000,479000,240000,,6550000,2744000
Nepal,NPL,1984,227000,472000,257000,,7000000,2778000
Nepal,NPL,1985,228000,464000,258600,,6625000,2827000
Nepal,NPL,1986,233000,472000,266100,,6928000,2900000
Nepal,NPL,1987,238170,477000,306204,,7622000,2424067
Nepal,NPL,1988,258029,482000,319576,,7827000,2542989
Nepal,NPL,1989,273827,478000,333232,,8127000,2598148
Nepal,NPL,1990,287098,484000,326580,,10490000,2608586
Nepal,NPL,1991,295000,402718,302900,,10900000,2664000
Nepal,NPL,1992,300000,401893,304400,,11000000,2709000
Nepal,NPL,1993,314014,401068,303200,,11000000,2720403
Nepal,NPL,1994,310000,421699,305500,,11200000,2750000
Nepal,NPL,1995,324000,445631,306700,,11300000,2800000
Nepal,NPL,1996,347000,457184,286000,,11700000,2900000
Nepal,NPL,1997,364000,463786,290000,,12800000,3100000
Nepal,NPL,1998,400000,464612,290300,,13600000,3141000
Nepal,NPL,1999,450000,463786,287300,,14400000,3200000
Nepal,NPL,2000,460000,466262,286000,,15000000,3268000
Nepal,NPL,2001,480000,458010,285600,,15500000,3342400
Nepal,NPL,2002,490000,453883,282300,,16500000,3414500
Nepal,NPL,2003,491500,462136,279200,,17400000,3470000
Nepal,NPL,2004,484000,470388,277900,,18700000,3750000
Nepal,NPL,2005,495000,474515,274400,,18500000,3840000
Nepal,NPL,2006,496000,474515,273700,,18800000,4024000
Nepal,NPL,2007,504000,478641,274700,,19400000,4240000
Nepal,NPL,2008,516500,480291,273300,,20000000,4250000
Nepal,NPL,2009,534000,486893,271100,,20100000,4450000
Nepal,NPL,2010,537000,486893,269100,,20200000,4570000
Nepal,NPL,2011,564000,495146,272200,,42500000,4850000
Nepal,NPL,2012,575000,499272,272000,,47000000,4950000
Nepal,NPL,2013,588000,503398,272100,,51600000,5098900
Nepal,NPL,2014,611000,503398,265600,,51610000,5150000
Net Food Importing Developing Countries,,1961,6680849,17516809,39976175,1295000,443176000,40445528
Net Food Importing Developing Countries,,1962,6853331,17747450,40086105,1387000,463815000,41427475
Net Food Importing Developing Countries,,1963,7001733,17814567,40850262,1455000,491773000,41167551
Net Food Importing Developing Countries,,1964,7714581,18520171,41879334,1542000,528548000,42404401
Net Food Importing Developing Countries,,1965,7994871,18791608,43155756,1630000,563579000,43521487
Net Food Importing Developing Countries,,1966,8352367,19803455,44626217,1703000,602973000,44399813
Net Food Importing Developing Countries,,1967,8750175,20489234,45693458,1771000,650366000,45352501
Net Food Importing Developing Countries,,1968,8904553,21624769,47158257,1917000,679861000,46493035
Net Food Importing Developing Countries,,1969,9510844,22065534,47441024,2082000,730776000,46916998
Net Food Importing Developing Countries,,1970,9785633,22469300,48167745,2228000,781970000,47956619
Net Food Importing Developing Countries,,1971,9988584,22283324,48824569,2380000,813955000,49139299
Net Food Importing Developing Countries,,1972,10332134,22398952,48213562,2524000,847539000,49548366
Net Food Importing Developing Countries,,1973,10622628,22561857,49794950,2675000,875391000,50221725
Net Food Importing Developing Countries,,1974,10272665,22827023,50880741,2402000,912873000,52114428
Net Food Importing Developing Countries,,1975,10356209,22745529,53485048,2551000,980949000,53736682
Net Food Importing Developing Countries,,1976,10844402,23189411,55507205,2426000,1050203000,55049930
Net Food Importing Developing Countries,,1977,11084575,24013293,56924795,2440000,1091031000,57358571
Net Food Importing Developing Countries,,1978,11289662,25559426,59250053,2803000,1164531000,60520793
Net Food Importing Developing Countries,,1979,11447928,25841331,59526558,2883000,1224180000,63335233
Net Food Importing Developing Countries,,1980,11665784,25463731,62952976,2450000,1286942000,63324827
Net Food Importing Developing Countries,,1981,11959139,25622691,66085020,2602000,1391523000,64040886
Net Food Importing Developing Countries,,1982,12520747,25936772,63312415,2546000,1480781000,61663644
Net Food Importing Developing Countries,,1983,13011929,26209603,63453152,2542000,1589874000,62938037
Net Food Importing Developing Countries,,1984,13780537,26174012,63143834,2802000,1689140000,64090442
Net Food Importing Developing Countries,,1985,14425925,26355869,62855989,3461000,1740464000,66314069
Net Food Importing Developing Countries,,1986,14980670,27005551,61788973,3760000,1826732000,67804973
Net Food Importing Developing Countries,,1987,15930706,26233114,62788848,3527000,1979211000,71170985
Net Food Importing Developing Countries,,1988,16321100,27411689,64472252,3893000,2053594000,74147706
Net Food Importing Developing Countries,,1989,16936082,28267593,67572566,4303000,1929818000,77177801
Net Food Importing Developing Countries,,1990,17138876,28705541,69392936,7834000,1941252000,80087550
Net Food Importing Developing Countries,,1991,17838476,27729598,69531854,7938000,2031216000,81881981
Net Food Importing Developing Countries,,1992,19809193,28071870,68760280,9347000,2117845000,83976633
Net Food Importing Developing Countries,,1993,21264407,28419898,65412527,9853000,2166750000,82706491
Net Food Importing Developing Countries,,1994,21084489,28319874,67754848,10597000,2315313000,87076614
Net Food Importing Developing Countries,,1995,21336249,29117944,70563075,9952000,2560527000,91979769
Net Food Importing Developing Countries,,1996,21865558,29519822,69639510,10369000,2697868000,86900762
Net Food Importing Developing Countries,,1997,21224986,30883013,72664387,11131000,2887219000,91194314
Net Food Importing Developing Countries,,1998,21032522,32194407,78104298,11262000,2805662000,94835477
Net Food Importing Developing Countries,,1999,21584663,33229615,82179643,11695000,3106494000,100560063
Net Food Importing Developing Countries,,2000,21448668,33886442,83483247,13168000,3287760000,101597479
Net Food Importing Developing Countries,,2001,21648447,32876177,85100234,13121000,3526745000,103217856
Net Food Importing Developing Countries,,2002,22940093,33980961,83995794,12899000,3727338000,108281890
